year,matric ,fsc,et,deduction,merit,Eligibility
2018,28.23756,42.35634,0,0,70.5939,1
2018,28.23272,42.34908,0,0,70.5818,1
2018,28.1974,42.2961,0,0,70.4935,1
2018,28.14544,42.21816,0,0,70.3636,1
2018,28.1018,42.1527,0,0,70.2545,1
2018,28.08728,42.13092,0,0,70.2182,1
2018,28.04364,42.06546,0,0,70.1091,1
2018,28,42,0,0,70,1
2018,28,42,0,0,70,1
2018,27.95636,41.93454,0,0,69.8909,1
2018,27.94908,41.92362,0,0,69.8727,1
2018,27.92,41.88,0,0,69.8,1
2018,27.9186,41.8779,0,0,69.7965,1
2018,27.89092,41.83638,0,0,69.7273,1
2018,27.88868,41.83302,0,0,69.7217,1
2018,27.87636,41.81454,0,0,69.6909,1
2018,27.86908,41.80362,0,0,69.6727,1
2018,27.83272,41.74908,0,0,69.5818,1
2018,27.8182,41.7273,0,0,69.5455,1
2018,27.81092,41.71638,0,0,69.5273,1
2018,27.7818,41.6727,0,0,69.4545,1
2018,27.71636,41.57454,0,0,69.2909,1
2018,27.7018,41.5527,0,0,69.2545,1
2018,27.68,41.52,0,0,69.2,1
2018,27.63636,41.45454,0,0,69.0909,1
2018,27.59272,41.38908,0,0,68.9818,1
2018,27.54908,41.32362,0,0,68.8727,1
2018,27.54908,41.32362,0,0,68.8727,1
2018,27.52,41.28,0,0,68.8,1
2018,27.49092,41.23638,0,0,68.7273,1
2018,27.48364,41.22546,0,0,68.7091,1
2018,27.41092,41.11638,0,0,68.5273,1
2018,27.39636,41.09454,0,0,68.4909,1
2018,27.34544,41.01816,0,0,68.3636,1
2018,27.3366,41.0049,0,0,68.3415,1
2018,27.30908,40.96362,0,0,68.2727,1
2018,27.3018,40.9527,0,0,68.2545,1
2018,27.29456,40.94184,0,0,68.2364,1
2018,27.26544,40.89816,0,0,68.1636,1
2018,27.18544,40.77816,0,0,67.9636,1
2018,27.17092,40.75638,0,0,67.9273,1
2018,27.17092,40.75638,0,0,67.9273,1
2018,27.15636,40.73454,0,0,67.8909,1
2018,27.11272,40.66908,0,0,67.7818,1
2018,27.0982,40.6473,0,0,67.7455,1
2018,27.08364,40.62546,0,0,67.7091,1
2018,27.04728,40.57092,0,0,67.6182,1
2018,27.03272,40.54908,0,0,67.5818,1
2018,27.02544,40.53816,0,0,67.5636,1
2018,26.99636,40.49454,0,0,67.4909,1
2018,26.97456,40.46184,0,0,67.4364,1
2018,26.97456,40.46184,0,0,67.4364,1
2018,26.96,40.44,0,0,67.4,1
2018,26.95272,40.42908,0,0,67.3818,1
2018,26.9018,40.3527,0,0,67.2545,1
2018,26.88728,40.33092,0,0,67.2182,1
2018,26.82908,40.24362,0,0,67.0727,1
2018,26.82604,40.23906,0,0,67.0651,1
2018,26.8218,40.2327,0,0,67.0545,1
2018,26.81456,40.22184,0,0,67.0364,1
2018,26.7782,40.1673,0,0,66.9455,1
2018,26.76364,40.14546,0,0,66.9091,1
2018,26.71216,40.06824,0,0,66.7804,1
2018,26.6982,40.0473,0,0,66.7455,1
2018,26.68364,40.02546,0,0,66.7091,1
2018,26.67496,40.01244,0,0,66.6874,1
2018,26.63272,39.94908,0,0,66.5818,1
2018,26.5818,39.8727,0,0,66.4545,1
2018,26.57456,39.86184,0,0,66.4364,1
2018,26.53404,39.80106,0,0,66.3351,1
2018,26.50908,39.76362,0,0,66.2727,1
2018,26.4582,39.6873,0,0,66.1455,1
2018,26.44364,39.66546,0,0,66.1091,1
2018,26.43636,39.65454,0,0,66.0909,1
2018,26.41456,39.62184,0,0,66.0364,1
2018,26.38544,39.57816,0,0,65.9636,1
2018,26.37532,39.56298,0,0,65.9383,1
2018,26.36364,39.54546,0,0,65.9091,1
2018,26.31272,39.46908,0,0,65.7818,1
2018,26.24728,39.37092,0,0,65.6182,1
2018,26.24,39.36,0,0,65.6,1
2018,26.23272,39.34908,0,0,65.5818,1
2018,26.2182,39.3273,0,0,65.5455,1
2018,26.10908,39.16362,0,0,65.2727,1
2018,26.09456,39.14184,0,0,65.2364,1
2018,26.09456,39.14184,0,0,65.2364,1
2018,26.08728,39.13092,0,0,65.2182,1
2018,26.08,39.12,0,0,65.2,1
2018,26.03048,39.04572,0,0,65.0762,1
2018,26.00728,39.01092,0,0,65.0182,1
2018,25.99272,38.98908,0,0,64.9818,1
2018,25.96364,38.94546,0,0,64.9091,1
2018,25.92728,38.89092,0,0,64.8182,1
2018,25.90544,38.85816,0,0,64.7636,1
2018,25.83272,38.74908,0,0,64.5818,1
2018,25.76728,38.65092,0,0,64.4182,1
2018,25.75272,38.62908,0,0,64.3818,1
2018,25.72364,38.58546,0,0,64.3091,1
2018,25.71636,38.57454,0,0,64.2909,1
2018,25.70908,38.56362,0,0,64.2727,1
2018,25.69232,38.53848,0,0,64.2308,1
2018,25.68,38.52,0,0,64.2,1
2018,25.6582,38.4873,0,0,64.1455,1
2018,25.64364,38.46546,0,0,64.1091,1
2018,25.62908,38.44362,0,0,64.0727,1
2018,25.6218,38.4327,0,0,64.0545,1
2018,25.5782,38.3673,0,0,63.9455,1
2018,25.53456,38.30184,0,0,63.8364,1
2018,25.52,38.28,0,0,63.8,1
2018,25.50544,38.25816,0,0,63.7636,1
2018,25.50544,38.25816,0,0,63.7636,1
2018,25.44,38.16,0,0,63.6,1
2018,25.44,38.16,0,0,63.6,1
2018,25.4182,38.1273,0,0,63.5455,1
2018,25.2694,37.9041,0,0,63.1735,1
2018,25.26544,37.89816,0,0,63.1636,1
2018,25.2218,37.8327,0,0,63.0545,1
2018,25.2218,37.8327,0,0,63.0545,1
2018,25.1418,37.7127,0,0,62.8545,1
2018,25.12,37.68,0,0,62.8,1
2018,25.12,37.68,0,0,62.8,1
2018,25.11272,37.66908,0,0,62.7818,1
2018,25.10544,37.65816,0,0,62.7636,1
2018,24.98908,37.48362,0,0,62.4727,1
2018,24.9818,37.4727,0,0,62.4545,1
2018,24.88,37.32,0,0,62.2,1
2018,24.88,37.32,0,0,62.2,1
2018,24.84364,37.26546,0,0,62.1091,1
2018,24.8218,37.2327,0,0,62.0545,1
2018,24.7782,37.1673,0,0,61.9455,1
2018,24.7418,37.1127,0,0,61.8545,1
2018,24.71272,37.06908,0,0,61.7818,1
2018,24.68364,37.02546,0,0,61.7091,1
2018,24.67636,37.01454,0,0,61.6909,1
2018,24.65456,36.98184,0,0,61.6364,1
2018,24.63272,36.94908,0,0,61.5818,1
2018,24.62544,36.93816,0,0,61.5636,1
2018,24.59636,36.89454,0,0,61.4909,1
2018,24.59636,36.89454,0,0,61.4909,1
2018,24.5818,36.8727,0,0,61.4545,1
2018,24.55272,36.82908,0,0,61.3818,1
2018,24.3782,36.5673,0,0,60.9455,1
2018,24.35636,36.53454,0,0,60.8909,1
2018,24.32728,36.49092,0,0,60.8182,1
2018,24.29092,36.43638,0,0,60.7273,1
2018,24.29092,36.43638,0,0,60.7273,1
2018,24.24,36.36,0,0,60.6,1
2018,24.23272,36.34908,0,0,60.5818,1
2018,24.2182,36.3273,0,0,60.5455,1
2018,24.20364,36.30546,0,0,60.5091,1
2018,24.1818,36.2727,0,0,60.4545,1
2018,24.1818,36.2727,0,0,60.4545,1
2018,24.17456,36.26184,0,0,60.4364,1
2018,24.14544,36.21816,0,0,60.3636,1
2018,24.11636,36.17454,0,0,60.2909,1
2018,24.10908,36.16362,0,0,60.2727,1
2018,24.09456,36.14184,0,0,60.2364,1
2018,24.08728,36.13092,0,0,60.2182,1
2018,24.08728,36.13092,0,0,60.2182,1
2018,24.0566,36.0849,0,0,60.1415,1
2018,24.02908,36.04362,0,0,60.0727,1
2018,24.01456,36.02184,0,0,60.0364,1
2018,23.99272,35.98908,0,0,59.9818,1
2018,23.96364,35.94546,0,0,59.9091,1
2018,23.95636,35.93454,0,0,59.8909,1
2018,23.7818,35.6727,0,0,59.4545,1
2018,23.74544,35.61816,0,0,59.3636,1
2018,23.72364,35.58546,0,0,59.3091,1
2018,23.66544,35.49816,0,0,59.1636,1
2018,23.61456,35.42184,0,0,59.0364,1
2018,23.42544,35.13816,0,0,58.5636,1
2018,23.4182,35.1273,0,0,58.5455,1
2018,23.4182,35.1273,0,0,58.5455,1
2018,23.39636,35.09454,0,0,58.4909,1
2018,23.3818,35.0727,0,0,58.4545,1
2018,23.28728,34.93092,0,0,58.2182,1
2018,23.24364,34.86546,0,0,58.1091,1
2018,23.22908,34.84362,0,0,58.0727,1
2018,23.20632,34.80948,0,0,58.0158,1
2018,23.1678,34.7517,0,0,57.9195,1
2018,23.15636,34.73454,0,0,57.8909,1
2018,23.14908,34.72362,0,0,57.8727,1
2018,23.1152,34.6728,0,0,57.788,1
2018,23.06908,34.60362,0,0,57.6727,1
2018,23.05456,34.58184,0,0,57.6364,1
2018,23.04916,34.57374,0,0,57.6229,1
2018,23.0182,34.5273,0,0,57.5455,1
2018,22.99636,34.49454,0,0,57.4909,1
2018,22.95272,34.42908,0,0,57.3818,1
2018,22.92364,34.38546,0,0,57.3091,1
2018,22.91636,34.37454,0,0,57.2909,1
2018,22.89456,34.34184,0,0,57.2364,1
2018,22.88728,34.33092,0,0,57.2182,1
2018,22.8,34.2,0,0,57,1
2018,22.77092,34.15638,0,0,56.9273,1
2018,22.77092,34.15638,0,0,56.9273,1
2018,22.72728,34.09092,0,0,56.8182,1
2018,22.64728,33.97092,0,0,56.6182,1
2018,22.59636,33.89454,0,0,56.4909,1
2018,22.5818,33.8727,0,0,56.4545,1
2018,22.57456,33.86184,0,0,56.4364,1
2018,22.56,33.84,0,0,56.4,1
2018,22.48728,33.73092,0,0,56.2182,1
2018,22.33456,33.50184,0,0,55.8364,1
2018,22.2618,33.3927,0,0,55.6545,1
2018,22.10284,33.15426,0,0,55.2571,1
2018,22.08,33.12,0,0,55.2,1
2018,22.07272,33.10908,0,0,55.1818,1
2018,22.02908,33.04362,0,0,55.0727,1
2018,21.98544,32.97816,0,0,54.9636,1
2018,21.9782,32.9673,0,0,54.9455,1
2018,21.9782,32.9673,0,0,54.9455,1
2018,21.97092,32.95638,0,0,54.9273,1
2018,21.93456,32.90184,0,0,54.8364,1
2018,21.91272,32.86908,0,0,54.7818,1
2018,21.91272,32.86908,0,0,54.7818,1
2018,21.88364,32.82546,0,0,54.7091,1
2018,21.87636,32.81454,0,0,54.6909,1
2018,21.85456,32.78184,0,0,54.6364,1
2018,21.84728,32.77092,0,0,54.6182,1
2018,21.83272,32.74908,0,0,54.5818,1
2018,21.80364,32.70546,0,0,54.5091,1
2018,21.7382,32.6073,0,0,54.3455,1
2018,21.71636,32.57454,0,0,54.2909,1
2018,21.67272,32.50908,0,0,54.1818,1
2018,21.58544,32.37816,0,0,53.9636,1
2018,21.54908,32.32362,0,0,53.8727,1
2018,21.50544,32.25816,0,0,53.7636,1
2018,21.48364,32.22546,0,0,53.7091,1
2018,21.44728,32.17092,0,0,53.6182,1
2018,21.44,32.16,0,0,53.6,1
2018,21.43272,32.14908,0,0,53.5818,1
2018,21.40468,32.10702,0,0,53.5117,1
2018,21.3382,32.0073,0,0,53.3455,1
2018,21.2218,31.8327,0,0,53.0545,1
2018,21.21456,31.82184,0,0,53.0364,1
2018,20.87272,31.30908,0,0,52.1818,1
2018,20.5382,30.8073,0,0,51.3455,1
2018,20.2982,30.4473,0,0,50.7455,1
2018,20.20364,30.30546,0,0,50.5091,1
2018,20.20364,30.30546,0,0,50.5091,1
2018,20.027,30.0405,0,0,50.0675,1
2018,19.59272,29.38908,0,0,48.9818,0
2018,19.23636,28.85454,0,0,48.0909,0
2018,19.17092,28.75638,0,0,47.9273,0
2018,19.08364,28.62546,0,0,47.7091,0
2018,19.03272,28.54908,0,0,47.5818,0
2018,11.84,17.76,0,0,29.6,0
2018,40,60,0,0,100,
2018,34.63272,51.94908,0,0,86.5818,1
2018,33.84,50.76,0,0,84.6,1
2018,33.2218,49.8327,0,0,83.0545,1
2018,33.15636,49.73454,0,0,82.8909,1
2018,33.0982,49.6473,0,0,82.7455,1
2018,32.97456,49.46184,0,0,82.4364,1
2018,32.70544,49.05816,0,0,81.7636,1
2018,32.64,48.96,0,0,81.6,1
2018,32.58908,48.88362,0,0,81.4727,1
2018,32.5382,48.8073,0,0,81.3455,1
2018,32.49628,48.74442,0,0,81.2407,1
2018,32.45092,48.67638,0,0,81.1273,1
2018,32.2982,48.4473,0,0,80.7455,1
2018,32.18908,48.28362,0,0,80.4727,1
2018,32.08728,48.13092,0,0,80.2182,1
2018,31.95636,47.93454,0,0,79.8909,1
2018,31.63636,47.45454,0,0,79.0909,1
2018,31.58544,47.37816,0,0,78.9636,1
2018,31.54908,47.32362,0,0,78.8727,1
2018,31.45456,47.18184,0,0,78.6364,1
2018,31.44728,47.17092,0,0,78.6182,1
2018,31.42544,47.13816,0,0,78.5636,1
2018,31.36,47.04,0,0,78.4,1
2018,31.07636,46.61454,0,0,77.6909,1
2018,31.05456,46.58184,0,0,77.6364,1
2018,31.04728,46.57092,0,0,77.6182,1
2018,30.86544,46.29816,0,0,77.1636,1
2018,30.83636,46.25454,0,0,77.0909,1
2018,30.76364,46.14546,0,0,76.9091,1
2018,30.6982,46.0473,0,0,76.7455,1
2018,30.62544,45.93816,0,0,76.5636,1
2018,30.6182,45.9273,0,0,76.5455,1
2018,30.53092,45.79638,0,0,76.3273,1
2018,30.4218,45.6327,0,0,76.0545,1
2018,30.40728,45.61092,0,0,76.0182,1
2018,30.35636,45.53454,0,0,75.8909,1
2018,30.30788,45.46182,0,0,75.7697,1
2018,30.24968,45.37452,0,0,75.6242,1
2018,30.1818,45.2727,0,0,75.4545,1
2018,30.15272,45.22908,0,0,75.3818,1
2018,30.08728,45.13092,0,0,75.2182,1
2018,30.02908,45.04362,0,0,75.0727,1
2018,30.00728,45.01092,0,0,75.0182,1
2018,29.95636,44.93454,0,0,74.8909,1
2018,29.90544,44.85816,0,0,74.7636,1
2018,29.8618,44.7927,0,0,74.6545,1
2018,29.8182,44.7273,0,0,74.5455,1
2018,29.76728,44.65092,0,0,74.4182,1
2018,29.67272,44.50908,0,0,74.1818,1
2018,29.6218,44.4327,0,0,74.0545,1
2018,29.5418,44.3127,0,0,73.8545,1
2018,29.47636,44.21454,0,0,73.6909,1
2018,29.45456,44.18184,0,0,73.6364,1
2018,29.42544,44.13816,0,0,73.5636,1
2018,29.3818,44.0727,0,0,73.4545,1
2018,29.33092,43.99638,0,0,73.3273,1
2018,29.28,43.92,0,0,73.2,1
2018,29.24364,43.86546,0,0,73.1091,1
2018,29.23636,43.85454,0,0,73.0909,1
2018,29.23636,43.85454,0,0,73.0909,1
2018,29.17956,43.76934,0,0,72.9489,1
2018,29.14908,43.72362,0,0,72.8727,1
2018,29.07636,43.61454,0,0,72.6909,1
2018,29.04728,43.57092,0,0,72.6182,1
2018,29.02544,43.53816,0,0,72.5636,1
2018,29.00364,43.50546,0,0,72.5091,1
2018,28.97456,43.46184,0,0,72.4364,1
2018,28.88728,43.33092,0,0,72.2182,1
2018,28.87272,43.30908,0,0,72.1818,1
2018,28.77092,43.15638,0,0,71.9273,1
2018,28.77092,43.15638,0,0,71.9273,1
2018,28.64728,42.97092,0,0,71.6182,1
2018,28.61092,42.91638,0,0,71.5273,1
2018,28.2982,42.4473,0,0,70.7455,1
2018,28.18908,42.28362,0,0,70.4727,1
2018,28.17768,42.26652,0,0,70.4442,1
2018,28.16728,42.25092,0,0,70.4182,1
2018,28.03636,42.05454,0,0,70.0909,1
2018,27.97092,41.95638,0,0,69.9273,1
2018,27.9418,41.9127,0,0,69.8545,1
2018,27.9186,41.8779,0,0,69.7965,1
2018,27.78908,41.68362,0,0,69.4727,1
2018,27.61456,41.42184,0,0,69.0364,1
2018,27.59272,41.38908,0,0,68.9818,1
2018,27.58544,41.37816,0,0,68.9636,1
2018,27.57092,41.35638,0,0,68.9273,1
2018,27.56364,41.34546,0,0,68.9091,1
2018,27.53456,41.30184,0,0,68.8364,1
2018,27.49092,41.23638,0,0,68.7273,1
2018,27.48364,41.22546,0,0,68.7091,1
2018,27.43272,41.14908,0,0,68.5818,1
2018,27.39636,41.09454,0,0,68.4909,1
2018,27.36,41.04,0,0,68.4,1
2018,27.34544,41.01816,0,0,68.3636,1
2018,27.18544,40.77816,0,0,67.9636,1
2018,26.96728,40.45092,0,0,67.4182,1
2018,26.9382,40.4073,0,0,67.3455,1
2018,26.92364,40.38546,0,0,67.3091,1
2018,26.82908,40.24362,0,0,67.0727,1
2018,26.73456,40.10184,0,0,66.8364,1
2018,26.70544,40.05816,0,0,66.7636,1
2018,26.6982,40.0473,0,0,66.7455,1
2018,26.48,39.72,0,0,66.2,1
2018,26.35636,39.53454,0,0,65.8909,1
2018,26.08728,39.13092,0,0,65.2182,1
2018,26.07272,39.10908,0,0,65.1818,1
2018,26.0582,39.0873,0,0,65.1455,1
2018,26.0218,39.0327,0,0,65.0545,1
2018,25.81092,38.71638,0,0,64.5273,1
2018,25.50544,38.25816,0,0,63.7636,1
2018,25.44728,38.17092,0,0,63.6182,1
2018,25.35272,38.02908,0,0,63.3818,1
2018,25.3382,38.0073,0,0,63.3455,1
2018,25.13456,37.70184,0,0,62.8364,1
2018,25.12,37.68,0,0,62.8,1
2018,25.04728,37.57092,0,0,62.6182,1
2018,24.68364,37.02546,0,0,61.7091,1
2018,24.5382,36.8073,0,0,61.3455,1
2018,24.50908,36.76362,0,0,61.2727,1
2018,24.37716,36.56574,0,0,60.9429,1
2018,24.35636,36.53454,0,0,60.8909,1
2018,24.24,36.36,0,0,60.6,1
2018,24.24,36.36,0,0,60.6,1
2018,23.72364,35.58546,0,0,59.3091,1
2018,23.58544,35.37816,0,0,58.9636,1
2018,23.36728,35.05092,0,0,58.4182,1
2018,22.51636,33.77454,0,0,56.2909,1
2018,20.9728,31.4592,0,0,52.432,1
2017,19.54,30.21,0,2,47.75,0
2018,17.32,25.98,0,0,43.3,0
2018,19.86,29.79,0,0,49.65,0
2018,12.928,19.392,0,0,32.32,0
2018,20.176,30.264,0,0,50.44,1
2018,16.484,24.726,0,0,41.21,0
2018,22.572,33.858,0,0,56.43,1
2018,15.728,23.592,0,0,39.32,0
2018,23.8,35.7,0,0,59.5,1
2017,17.32,25.98,0,2,43.3,0
2018,17.7948,26.6922,0,0,44.487,0
2018,12.98,19.47,0,0,32.45,0
2018,21.728,32.592,0,0,54.32,1
2018,19.84,29.76,0,0,49.6,0
2018,15.064,22.596,0,0,37.66,0
2016,14.128,21.192,0,4,35.32,0
2018,16.928,25.392,0,0,42.32,0
2018,12.928,19.392,0,0,32.32,0
2018,16.928,25.392,0,0,42.32,0
2017,12.484,18.726,0,2,31.21,0
2018,12.128,18.192,0,0,30.32,0
2018,16.848,25.272,0,0,42.12,0
2018,13.024,19.536,0,0,32.56,0
2018,18.568,27.852,0,0,46.42,0
2018,13,19.5,0,0,32.5,0
2016,14.528,21.792,0,4,36.32,0
2018,17.372,26.058,0,0,43.43,0
2018,17.6,26.4,0,0,44,0
2018,16.216,24.324,0,0,40.54,0
2018,17.328,25.992,0,0,43.32,0
2017,18.264,27.396,0,2,45.66,0
2018,19.6,29.4,0,0,49,0
2018,13.36,20.04,0,0,33.4,0
2018,12.972,19.458,0,0,32.43,0
2016,17.4,26.1,0,4,43.5,0
2018,20.172,30.258,0,0,50.43,1
2018,17.28,25.92,0,0,43.2,0
2017,17.7692,26.6538,0,2,44.423,0
2018,12.528,18.792,0,0,31.32,0
2018,21.772,32.658,0,0,54.43,1
2018,13.8136,20.7204,0,0,34.534,0
2018,17.416,26.124,0,0,43.54,0
2018,7.757,46.542,23.271,0,77.57,1
2018,7.757,46.542,23.271,0,77.57,1
2018,7.743,46.458,23.229,0,77.43,1
2018,7.736,46.416,23.208,0,77.36,1
2018,7.727,46.362,23.181,0,77.27,1
2018,7.723,46.338,23.169,0,77.23,1
2018,7.703,46.218,23.109,0,77.03,1
2018,7.703,46.218,23.109,0,77.03,1
2017,7.503,45.018,22.509,2,75.03,1
2018,7.703,46.218,23.109,0,77.03,1
2018,7.683,46.098,23.049,0,76.83,1
2018,7.683,46.098,23.049,0,76.83,1
2017,7.482,44.892,22.446,2,74.82,1
2018,7.663,45.978,22.989,0,76.63,1
2018,7.654,45.924,22.962,0,76.54,1
2018,7.644,45.864,22.932,0,76.44,1
2017,7.436,44.616,22.308,2,74.36,1
2018,7.624,45.744,22.872,0,76.24,1
2018,7.615,45.69,22.845,0,76.15,1
2018,7.615,45.69,22.845,0,76.15,1
2018,7.615,45.69,22.845,0,76.15,1
2018,7.604,45.624,22.812,0,76.04,1
2018,7.604,45.624,22.812,0,76.04,1
2018,7.6,45.6,22.8,0,76,1
2018,7.588,45.528,22.764,0,75.88,1
2018,7.584,45.504,22.752,0,75.84,1
2018,7.584,45.504,22.752,0,75.84,1
2017,7.484,44.904,22.452,2,74.84,1
2018,7.569,45.414,22.707,0,75.69,1
2018,7.564,45.384,22.692,0,75.64,1
2018,7.558,45.348,22.674,0,75.58,1
2018,7.558,45.348,22.674,0,75.58,1
2018,7.545,45.27,22.635,0,75.45,1
2018,7.545,45.27,22.635,0,75.45,1
2016,7.145,42.87,21.435,4,71.45,1
2018,7.525,45.15,22.575,0,75.25,1
2018,7.519,45.114,22.557,0,75.19,1
2018,7.509,45.054,22.527,0,75.09,1
2018,7.505,45.03,22.515,0,75.05,1
2018,7.505,45.03,22.515,0,75.05,1
2018,7.5,45,22.5,0,75,1
2017,7.281,43.686,21.843,2,72.81,1
2018,7.471,44.826,22.413,0,74.71,1
2018,7.465,44.79,22.395,0,74.65,1
2018,7.465,44.79,22.395,0,74.65,1
2018,7.462,44.772,22.386,0,74.62,1
2018,7.462,44.772,22.386,0,74.62,1
2018,7.455,44.73,22.365,0,74.55,1
2018,7.446,44.676,22.338,0,74.46,1
2018,7.446,44.676,22.338,0,74.46,1
2018,7.446,44.676,22.338,0,74.46,1
2018,7.442,44.652,22.326,0,74.42,1
2018,7.442,44.652,22.326,0,74.42,1
2018,7.439,44.634,22.317,0,74.39,1
2018,7.431,44.586,22.293,0,74.31,1
2018,6.673,40.038,20.019,0,66.73,1
2018,6.673,40.038,20.019,0,66.73,1
2018,6.61,39.66,19.83,0,66.1,1
2018,6.594,39.564,19.782,0,65.94,1
2018,6.577,39.462,19.731,0,65.77,1
2018,6.574,39.444,19.722,0,65.74,1
2018,6.574,39.444,19.722,0,65.74,1
2018,6.554,39.324,19.662,0,65.54,1
2018,6.545,39.27,19.635,0,65.45,1
2018,6.529,39.174,19.587,0,65.29,1
2018,6.473,38.838,19.419,0,64.73,1
2018,6.473,38.838,19.419,0,64.73,1
2018,6.473,38.838,19.419,0,64.73,1
2018,6.471,38.826,19.413,0,64.71,1
2018,6.455,38.73,19.365,0,64.55,1
2018,6.442,38.652,19.326,0,64.42,1
2018,6.416,38.496,19.248,0,64.16,1
2018,6.4,38.4,19.2,0,64,1
2018,6.392,38.352,19.176,0,63.92,1
2018,6.392,38.352,19.176,0,63.92,1
2018,6.365,38.19,19.095,0,63.65,1
2018,6.356,38.136,19.068,0,63.56,1
2018,6.356,38.136,19.068,0,63.56,1
2018,6.327,37.962,18.981,0,63.27,1
2018,6.267,37.602,18.801,0,62.67,1
2018,6.198,37.188,18.594,0,61.98,1
2018,6.176,37.056,18.528,0,61.76,1
2018,6.155,36.93,18.465,0,61.55,1
2018,6.099,36.594,18.297,0,60.99,1
2018,6.078,36.468,18.234,0,60.78,1
2018,6.039,36.234,18.117,0,60.39,0
2018,5.943,35.658,17.829,0,59.43,0
2018,5.676,34.056,17.028,0,56.76,0
2018,5.4221,32.5326,16.2663,0,54.221,0
2018,4.954,29.724,14.862,0,49.54,0
2018,4.533,27.198,13.599,0,45.33,0
2018,5.432,32.592,16.296,0,54.32,0
2018,4.343,26.058,13.029,0,43.43,0
2018,5.5432,33.2592,16.6296,0,55.432,0
2018,3.243,19.458,9.729,0,32.43,0
2018,3.654,21.924,10.962,0,36.54,0
2018,3.244,19.464,9.732,0,32.44,0
2018,4.976,29.856,14.928,0,49.76,0
2018,6.164,36.984,18.492,0,61.64,1
2018,6.155,36.93,18.465,0,61.55,1
2018,6.131,36.786,18.393,0,61.31,1
2018,6.127,36.762,18.381,0,61.27,1
2018,6.099,36.594,18.297,0,60.99,1
2018,6.075,36.45,18.225,0,60.75,1
2018,6.059,36.354,18.177,0,60.59,1
2018,6.036,36.216,18.108,0,60.36,1
2018,6.022,36.132,18.066,0,60.22,1
2018,6.02,36.12,18.06,0,60.2,1
2018,6.019,36.114,18.057,0,60.19,1
2018,5.98,35.88,17.94,0,59.8,1
2018,5.964,35.784,17.892,0,59.64,1
2018,5.96,35.76,17.88,0,59.6,1
2018,5.955,35.73,17.865,0,59.55,1
2018,5.944,35.664,17.832,0,59.44,1
2018,5.941,35.646,17.823,0,59.41,1
2018,5.927,35.562,17.781,0,59.27,1
2018,5.925,35.55,17.775,0,59.25,1
2018,5.923,35.538,17.769,0,59.23,1
2018,5.922,35.532,17.766,0,59.22,1
2018,5.907,35.442,17.721,0,59.07,1
2018,5.904,35.424,17.712,0,59.04,1
2018,5.888,35.328,17.664,0,58.88,1
2018,5.885,35.31,17.655,0,58.85,1
2018,5.873,35.238,17.619,0,58.73,1
2018,5.873,35.238,17.619,0,58.73,1
2018,5.867,35.202,17.601,0,58.67,1
2018,5.864,35.184,17.592,0,58.64,1
2018,5.855,35.13,17.565,0,58.55,1
2018,5.832,34.992,17.496,0,58.32,1
2018,5.832,34.992,17.496,0,58.32,1
2018,5.808,34.848,17.424,0,58.08,1
2018,5.794,34.764,17.382,0,57.94,1
2018,5.794,34.764,17.382,0,57.94,1
2018,5.784,34.704,17.352,0,57.84,1
2018,5.782,34.692,17.346,0,57.82,1
2018,5.782,34.692,17.346,0,57.82,1
2018,5.764,34.584,17.292,0,57.64,1
2018,5.738,34.428,17.214,0,57.38,1
2018,5.736,34.416,17.208,0,57.36,1
2018,5.725,34.35,17.175,0,57.25,1
2018,5.709,34.254,17.127,0,57.09,1
2018,5.709,34.254,17.127,0,57.09,1
2018,5.695,34.17,17.085,0,56.95,1
2018,5.691,34.146,17.073,0,56.91,1
2018,5.683,34.098,17.049,0,56.83,1
2018,5.673,34.038,17.019,0,56.73,1
2018,5.664,33.984,16.992,0,56.64,1
2018,5.636,33.816,16.908,0,56.36,1
2018,5.582,33.492,16.746,0,55.82,1
2018,5.551,33.306,16.653,0,55.51,1
2018,5.545,33.27,16.635,0,55.45,1
2018,5.54,33.24,16.62,0,55.4,1
2018,5.533,33.198,16.599,0,55.33,1
2018,5.505,33.03,16.515,0,55.05,1
2018,5.495,32.97,16.485,0,54.95,1
2018,5.491,32.946,16.473,0,54.91,1
2018,5.49,32.94,16.47,0,54.9,1
2018,5.49,32.94,16.47,0,54.9,1
2018,5.467,32.802,16.401,0,54.67,1
2018,5.465,32.79,16.395,0,54.65,1
2018,5.451,32.706,16.353,0,54.51,1
2018,5.445,32.67,16.335,0,54.45,1
2018,5.353,32.118,16.059,0,53.53,1
2018,5.352,32.112,16.056,0,53.52,1
2018,5.346,32.076,16.038,0,53.46,1
2018,5.346,32.076,16.038,0,53.46,1
2018,5.032,30.192,15.096,0,50.32,1
2018,4.565,27.39,13.695,0,45.65,0
2018,6.543,39.258,19.629,0,65.43,1
2018,3.243,19.458,9.729,0,32.43,0
2018,5.654,33.924,16.962,0,56.54,1
2018,3.443,20.658,10.329,0,34.43,0
2018,4.354,26.124,13.062,0,43.54,0
2018,5.443,32.658,16.329,0,54.43,1
2018,3.34,20.04,10.02,0,33.4,0
2018,4.32,25.92,12.96,0,43.2,0
2018,4.975,29.85,14.925,0,49.75,0
2018,4.765,28.59,14.295,0,47.65,0
2018,4.365,26.19,13.095,0,43.65,0
2018,3.987,23.922,11.961,0,39.87,0
2018,4.965,29.79,14.895,0,49.65,0
